lvis_row,cat_id,name,ram_row,ram_tag,bucket,frequency,target,threshold,subset_total,num_positives,num_negatives,TP,FP,TN,FN,precision,recall,target_met,best_precision,reason
759,760,parachute,2928,parachute,medium,c,0.8,0.325,48,24,24,23,5,19,1,0.8214,0.9583,1,1.0,ok
760,761,parakeet,2933,paraquet,medium,c,0.8,,,11,,,,,,,,0,,low_gt
761,762,parasail_(sports),2934,parasail,medium,c,0.8,0.31,144,72,72,72,17,55,0,0.809,1.0,1,1.0,ok
762,763,parasol,3998,sunshade,medium,c,0.8,,,17,,,,,,,,0,,low_gt
763,764,parchment,2936,parchment,weak,r,0.8,,,10,,,,,,,,0,,low_gt
764,765,parka,,,medium,c,0.8,,,,,,,,,,,0,,unmapped
765,766,parking_meter,2942,parking meter,high,f,0.8,0.315,978,489,489,466,107,382,23,0.8133,0.953,1,1.0,ok
766,767,parrot,2931,parrot,medium,c,0.8,0.33,94,47,47,43,10,37,4,0.8113,0.9149,1,1.0,ok
767,768,passenger_car_(part_of_a_train),757,coach,medium,c,0.8,0.345,186,93,93,73,14,79,20,0.8391,0.7849,1,0.8594,ok
768,769,passenger_ship,2955,passenger ship,weak,r,0.8,,,1,,,,,,,,0,,low_gt
769,770,passport,2958,passport,medium,c,0.8,,,12,,,,,,,,0,,low_gt
770,771,pastry,2961,pastry,high,f,0.8,0.335,456,228,228,227,56,172,1,0.8021,0.9956,1,1.0,ok
771,772,patty_(food),,,weak,r,0.8,,,,,,,,,,,0,,unmapped
772,773,pea_(food),2971,pea,medium,c,0.8,,152,76,76,,,,,,,0,0.75,unreachable
773,774,peach,2973,peach,medium,c,0.8,0.355,142,71,71,44,11,60,27,0.8,0.6197,1,1.0,ok
774,775,peanut_butter,2977,peanut butter,medium,c,0.8,0.34,60,30,30,23,5,25,7,0.8214,0.7667,1,0.8667,ok
775,776,pear,2978,pear,high,f,0.8,0.33,218,109,109,91,21,88,18,0.8125,0.8349,1,1.0,ok
776,777,peeler_(tool_for_fruit_and_vegetables),2986,peeler,medium,c,0.8,,,14,,,,,,,,0,,low_gt
777,778,wooden_leg,2988,pegleg,weak,r,0.8,,,1,,,,,,,,0,,low_gt
778,779,pegboard,2987,pegboard,weak,r,0.8,,,8,,,,,,,,0,,low_gt
779,780,pelican,2989,pelican,medium,c,0.8,0.335,52,26,26,24,5,21,2,0.8276,0.9231,1,1.0,ok
780,781,pen,2990,pen,high,f,0.8,0.365,678,339,339,159,38,301,180,0.8071,0.469,1,1.0,ok
781,782,pencil,2992,pencil,high,f,0.8,0.345,306,153,153,107,26,127,46,0.8045,0.6993,1,1.0,ok
782,783,pencil_box,2993,pencil case,weak,r,0.8,,,2,,,,,,,,0,,low_gt
783,784,pencil_sharpener,2994,pencil sharpener,weak,r,0.8,,,3,,,,,,,,0,,low_gt
784,785,pendulum,2997,pendulum,weak,r,0.8,,,8,,,,,,,,0,,low_gt
785,786,penguin,2998,penguin,medium,c,0.8,0.355,94,47,47,17,3,44,30,0.85,0.3617,1,1.0,ok
786,787,pennant,3000,pennant,weak,r,0.8,,,8,,,,,,,,0,,low_gt
787,788,penny_(coin),3001,penny,weak,r,0.8,,,6,,,,,,,,0,,low_gt
788,789,pepper,3004,pepper,high,f,0.8,,232,116,116,,,,,,,0,0.7083,unreachable
789,790,pepper_mill,3005,pepper grinder,medium,c,0.8,0.365,138,69,69,17,4,65,52,0.8095,0.2464,1,1.0,ok
790,791,perfume,3012,perfume,medium,c,0.8,,,13,,,,,,,,0,,low_gt
791,792,persimmon,3015,persimmon,weak,r,0.8,,,6,,,,,,,,0,,low_gt
792,793,person,2163,person,high,f,0.8,,3856,1928,1928,,,,,,,0,0.7273,unreachable
793,794,pet,3019,pet,medium,c,0.8,0.36,158,79,79,72,13,66,7,0.8471,0.9114,1,0.9615,ok
794,795,pew_(church_bench),3024,church bench,medium,c,0.8,,,14,,,,,,,,0,,low_gt
795,796,phonebook,3029,phonebook,weak,r,0.8,,,7,,,,,,,,0,,low_gt
796,797,phonograph_record,3327,record,medium,c,0.8,,,20,,,,,,,,0,,low_gt
797,798,piano,3038,piano,high,f,0.8,0.32,228,114,114,96,22,92,18,0.8136,0.8421,1,1.0,ok
798,799,pickle,3041,pickle,high,f,0.8,0.36,442,221,221,180,40,181,41,0.8182,0.8145,1,1.0,ok
799,800,pickup_truck,,,high,f,0.8,,,,,,,,,,,0,,unmapped
800,801,pie,3048,pie,medium,c,0.8,0.36,124,62,62,50,12,50,12,0.8065,0.8065,1,1.0,ok
801,802,pigeon,3049,pigeon,medium,c,0.8,0.335,174,87,87,65,11,76,22,0.8553,0.7471,1,1.0,ok
802,803,piggy_bank,3002,piggy bank,weak,r,0.8,,,4,,,,,,,,0,,low_gt
803,804,pillow,3052,pillow,high,f,0.8,0.34,3824,1912,1912,1530,309,1603,382,0.832,0.8002,1,1.0,ok
804,805,pin_(non_jewelry),3055,pin,weak,r,0.8,,,7,,,,,,,,0,,low_gt
805,806,pineapple,3060,pineapple,high,f,0.8,0.33,372,186,186,114,28,158,72,0.8028,0.6129,1,1.0,ok
806,807,pinecone,,,medium,c,0.8,,,,,,,,,,,0,,unmapped
807,808,ping-pong_ball,,,weak,r,0.8,,,,,,,,,,,0,,unmapped
808,809,pinwheel,,,weak,r,0.8,,,,,,,,,,,0,,unmapped
809,810,tobacco_pipe,4174,tobacco pipe,weak,r,0.8,,,7,,,,,,,,0,,low_gt
810,811,pipe,3066,pipe,high,f,0.8,,2826,1413,1413,,,,,,,0,0.75,unreachable
811,812,pistol,2017,handgun,weak,r,0.8,,,7,,,,,,,,0,,low_gt
812,813,pita_(bread),3073,pocket bread,medium,c,0.8,,,12,,,,,,,,0,,low_gt
813,814,pitcher_(vessel_for_liquid),3077,pitcher,high,f,0.8,,496,248,248,,,,,,,0,0.6154,unreachable
814,815,pitchfork,3079,pitchfork,weak,r,0.8,,,4,,,,,,,,0,,low_gt
815,816,pizza,3080,pizza,high,f,0.8,0.33,3762,1881,1881,1865,437,1444,16,0.8102,0.9915,1,1.0,ok
816,817,place_mat,3086,place mat,high,f,0.8,,1058,529,529,,,,,,,0,0.7143,unreachable
817,818,plate,1342,plate,high,f,0.8,0.355,3864,1932,1932,1692,330,1602,240,0.8368,0.8758,1,1.0,ok
